Symbol,Name,Sector,Industry
OTIV,On Track Innovations Ltd,Technology,Semiconductors
OGXI,OncoGenex Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONCY,"Oncolytics Biotech, Inc.",Health Care,Major Pharmaceuticals
OMED,"OncoMed Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ONTY,Oncothyreon Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OHGI,"One Horizon Group, Inc.",Public Utilities,Telecommunications Equipment
ONFC,Oneida Financial Corp.,Finance,Savings Institutions
ONVI,"Onvia, Inc.",Miscellaneous,Business Services
OTEX,Open Text Corporation,Technology,EDP Services
OPXA,"Opexa Therapeutics, Inc.",Health Care,Major Pharmaceuticals
OPHT,Ophthotech Corporation,Health Care,Major Pharmaceuticals
OBAS,Optibase Ltd.,Finance,Real Estate
OCC,Optical Cable Corporation,Basic Industries,Telecommunications Equipment
OPHC,"OptimumBank Holdings, Inc.",Finance,Major Banks
OPB,Opus Bank,n/a,n/a
ORMP,Oramed Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
OSUR,"OraSure Technologies, Inc.",Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,Consumer Services,Telecommunications Equipment
ORBK,Orbotech Ltd.,Capital Goods,Industrial Machinery/Components
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores
OREX,"Orexigen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling
ORIT,Oritani Financial Corp.,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,Finance,Major Banks
OFIX,Orthofix International N.V.,Health Care,Medical/Dental Instruments
OSIS,"OSI Systems, Inc.",Technology,Semiconductors
OSIR,"Osiris Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSN,"Ossen Innovation Co., Ltd.",Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,Public Utilities,Telecommunications Equipment
OTIC,"Otonomy, Inc.",Health Care,Major Pharmaceuticals
OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central
OUTR,Outerwall Inc.,Consumer Services,Other Consumer Services
OVAS,Ovascience Inc.,Health Care,Major Pharmaceuticals
OSTK,"Overstock.com, Inc.",Consumer Services,Catalog/Specialty Distribution
OXBR,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,n/a,n/a
OXLCN,Oxford Lane Capital Corp.,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,n/a,n/a
OXLCP,Oxford Lane Capital Corp.,n/a,n/a
OXGN,"OXiGENE, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PFIN,"P & F Industries, Inc.",Technology,Industrial Machinery/Components
PTSI,"P.A.M. Transportation Services, Inc.",Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing
PACB,"Pacific Biosciences of California, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCBK,Pacific Continental Corporation (Ore),Finance,Major Banks
PDVW,"Pacific DataVision, Inc.",n/a,n/a
PEIX,"Pacific Ethanol, Inc.",Basic Industries,Major Chemicals
PMBC,Pacific Mercantile Bancorp,Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks
PSUN,"Pacific Sunwear of California, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
PCRX,"Pacira Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PACW,PacWest Bancorp,Finance,Major Banks
PTIE,Pain Therapeutics,Health Care,Major Pharmaceuticals
PLMT,"Palmetto Bancshares, Inc. (SC)",Finance,Major Banks
PAAS,Pan American Silver Corp.,Basic Industries,Precious Metals
PNRA,Panera Bread Company,Consumer Services,Restaurants
PANL,Pangaea Logistics Solutions Ltd.,Consumer Services,Marine Transportation
PZZA,"Papa John&#39;S International, Inc.",Consumer Services,Restaurants
FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,Restaurants
PRGN,Paragon Shipping Inc.,Transportation,Marine Transportation
PRGNL,Paragon Shipping Inc.,Transportation,Marine Transportation
PRTK,"Paratek Pharmaceuticals, Inc. ",Health Care,Major Pharmaceuticals
PRXL,PAREXEL International Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PCYG,"Park City Group, Inc.",Technology,EDP Services
PSTB,Park Sterling Corporation,Finance,Major Banks
PKBK,"Parke Bancorp, Inc.",Finance,Major Banks
PRKR,"ParkerVision, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
PKOH,Park-Ohio Holdings Corp.,Capital Goods,Industrial Specialties
PARN,Parnell Pharmaceuticals Holdings Ltd,n/a,n/a
PTNR,Partner Communications Company Ltd.,Public Utilities,Telecommunications Equipment
PBHC,"Pathfinder Bancorp, Inc.",Finance,Banks
PATK,"Patrick Industries, Inc.",Basic Industries,Forest Products
PNBK,Patriot National Bancorp Inc.,Finance,Major Banks
PATI,"Patriot Transportation Holding, Inc.",n/a,n/a
PEGI,Pattern Energy Group Inc.,n/a,n/a
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Production
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software
PCCC,"PC Connection, Inc.",Consumer Services,Catalog/Specialty Distribution
PCMI,"PCM, Inc.",Consumer Services,Catalog/Specialty Distribution
PCTI,"PC-Tel, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas Production
PDFS,"PDF Solutions, Inc.",Technology,EDP Services
PDII,"PDI, Inc.",Miscellaneous,Business Services
PDLI,"PDL BioPharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SKIS,"Peak Resorts, Inc.",Consumer Services,Hotels/Resorts
PGC,Peapack-Gladstone Financial Corporation,Finance,Commercial Banks
PEGA,Pegasystems Inc.,Technology,EDP Services
PCO,Pendrell Corporation,Miscellaneous,Multi-Sector Companies
PENX,Penford Corporation,Consumer Non-Durables,Packaged Foods
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts
PFLT,PennantPark Floating Rate Capital Ltd.,n/a,n/a
PNNT,PennantPark Investment Corporation,n/a,n/a
PWOD,"Penns Woods Bancorp, Inc.",Finance,Major Banks
PEBO,Peoples Bancorp Inc.,Finance,Major Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,Major Banks
PEOP,"Peoples Federal Bancshares, Inc.",Finance,Banks
PFBX,Peoples Financial Corporation,Finance,Major Banks
PFIS,Peoples Financial Services Corp. ,Finance,Major Banks
PBCT,"People&#39;s United Financial, Inc.",Finance,Savings Institutions
PRCP,"Perceptron, Inc.",Capital Goods,Electronic Components
PPHM,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PPHMP,Peregrine Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PWRD,"Perfect World Co., Ltd.",Miscellaneous,Business Services
PRFT,"Perficient, Inc.",Technology,EDP Services
PFMT,Performant Financial Corporation,Consumer Services,Other Consumer Services
PERF,"Perfumania Holdings, Inc",Consumer Services,Other Specialty Stores
PSEM,Pericom Semiconductor Corporation,Technology,Semiconductors
PERI,Perion Network Ltd,Technology,EDP Services
PESI,"Perma-Fix Environmental Services, Inc.",Basic Industries,Environmental Services
PTX,"Pernix Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals
PERY,Perry Ellis International Inc.,Consumer Non-Durables,Apparel
PETS,"PetMed Express, Inc.",Health Care,Medical/Nursing Services
PETM,"PetSmart, Inc",Consumer Services,Other Specialty Stores
PFSW,"PFSweb, Inc.",Miscellaneous,Business Services
PGTI,"PGT, Inc.",Capital Goods,Building Products
PCYC,"Pharmacyclics, Inc.",Health Care,Major Pharmaceuticals
PHII,"PHI, Inc.",Transportation,Transportation Services
PHIIK,"PHI, Inc.",Transportation,Transportation Services
PAHC,Phibro Animal Health Corporation,Health Care,Major Pharmaceuticals
PHMD,"PhotoMedex, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PLAB,"Photronics, Inc.",Technology,Semiconductors
PICO,PICO Holdings Inc.,Finance,Real Estate
PPC,Pilgrim&#39;s Pride Corporation,Consumer Non-Durables,Meat/Poultry/Fish
PME,Pingtan Marine Enterprise Ltd.,n/a,n/a
PNFP,"Pinnacle Financial Partners, Inc.",Finance,Major Banks
PPSI,"Pioneer Power Solutions, Inc.",Consumer Durables,Electrical Products
PXLW,"Pixelworks, Inc.",Technology,Semiconductors
PLNR,"Planar Systems, Inc.",Capital Goods,Industrial Machinery/Components
PLPM,"Planet Payment, Inc.",Miscellaneous,Business Services
PTBI,"PlasmaTech Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PTBIW,"PlasmaTech Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PLXS,Plexus Corp.,Technology,Electrical Products
PLUG,"Plug Power, Inc.",Energy,Industrial Machinery/Components
PLBC,Plumas Bancorp,Finance,Finance Companies
PSTI,"Pluristem Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMCS,"PMC - Sierra, Inc.",Technology,Semiconductors
PMFG,"PMFG, Inc.",Capital Goods,Industrial Machinery/Components
PBSK,"Poage Bankshares, Inc.",Finance,Savings Institutions
PNTR,Pointer Telocation Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
PCOM,"Points International, Ltd.",Miscellaneous,Business Services
PBCP,"Polonia Bancorp, Inc.",Finance,Savings Institutions
PLCM,"Polycom, Inc.",Public Utilities,Telecommunications Equipment
POOL,Pool Corporation,Consumer Durables,Industrial Specialties
POPE,Pope Resources,Consumer Non-Durables,Environmental Services
PLKI,"Popeyes Louisiana Kitchen, Inc.",Consumer Services,Restaurants
BPOP,"Popular, Inc.",Finance,Major Banks
BPOPM,"Popular, Inc.",Finance,Major Banks
BPOPN,"Popular, Inc.",Finance,Major Banks
PBIB,"Porter Bancorp, Inc.",Finance,Major Banks
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
PSTR,PostRock Energy Corporation,Energy,Oil & Gas Production
PBPB,Potbelly Corporation,Consumer Services,Restaurants
PCH,Potlatch Corporation,Consumer Services,Real Estate Investment Trusts
POWL,"Powell Industries, Inc.",Consumer Durables,Electrical Products
POWI,"Power Integrations, Inc.",Technology,Semiconductors
PSIX,"Power Solutions International, Inc.",Energy,Industrial Machinery/Components
PDBC,PowerShares DB Optimum Yield Diversified Commodity Strategy Po,n/a,n/a
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,n/a,n/a
PAGG,PowerShares Global Agriculture Portfolio,n/a,n/a
PSAU,PowerShares Global Gold and Precious Metals Portfolio,n/a,n/a
IPKW,PowerShares International BuyBack Achievers Portfolio,n/a,n/a
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,n/a,n/a
LALT,PowerShares Multi-Strategy Alternative Portfolio,n/a,n/a
PNQI,PowerShares NASDAQ Internet Portfolio,n/a,n/a
QQQ,"PowerShares QQQ Trust, Series 1",n/a,n/a
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,n/a,n/a
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,n/a,n/a
PSCE,PowerShares S&P SmallCap Energy Portfolio,n/a,n/a
PSCF,PowerShares S&P SmallCap Financials Portfolio,n/a,n/a
PSCH,PowerShares S&P SmallCap Health Care Portfolio,n/a,n/a
PSCI,PowerShares S&P SmallCap Industrials Portfolio,n/a,n/a
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,n/a,n/a
PSCM,PowerShares S&P SmallCap Materials Portfolio,n/a,n/a
PSCU,PowerShares S&P SmallCap Utilities Portfolio,n/a,n/a
POZN,"Pozen, Inc.",Health Care,Major Pharmaceuticals
PRAA,"PRA Group, Inc.",Finance,Finance: Consumer Services
PRAH,"PRA Health Sciences, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAN,Prana Biotechnology Ltd,Health Care,Major Pharmaceuticals
PFBC,Preferred Bank,n/a,n/a
PLPC,Preformed Line Products Company,Basic Industries,Water Supply
PRXI,"Premier Exhibitions, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
PFBI,"Premier Financial Bancorp, Inc.",Finance,Major Banks
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services
LENS,Presbia PLC,n/a,n/a
PRGX,"PRGX Global, Inc.",Consumer Services,Diversified Commercial Services
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores
PBMD,Prima BioMed Ltd,Health Care,Major Pharmaceuticals
PNRG,PrimeEnergy Corporation,Energy,Oil & Gas Production
PRMW,Primo Water Corporation,Consumer Non-Durables,Food Distributors
PRIM,Primoris Services Corporation,Basic Industries,Water Supply
PVTB,"PrivateBancorp, Inc.",Finance,Major Banks
PVTBP,"PrivateBancorp, Inc.",Finance,Major Banks
PKT,"Procera Networks, Inc.",Technology,EDP Services
PDEX,"Pro-Dex, Inc.",Health Care,Medical/Dental Instruments
IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing"
PFIE,"Profire Energy, Inc.",Energy,Metal Fabrications
PGNX,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software
PFPT,"Proofpoint, Inc.",Technology,EDP Services
PRPH,"ProPhase Labs, Inc.",Health Care,Major Pharmaceuticals
PRQR,ProQR Therapeutics N.V.,Health Care,Major Pharmaceuticals
BIB,ProShares Ultra Nasdaq Biotechnology,n/a,n/a
TQQQ,ProShares UltraPro QQQ Fund,n/a,n/a
SQQQ,ProShares UltraPro Short QQQ Fund,n/a,n/a
BIS,ProShares UltraShort Nasdaq Biotechnology,n/a,n/a
PSEC,Prospect Capital Corporation,n/a,n/a
PRTO,"Proteon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTA,Prothena Corporation plc,Health Care,Major Pharmaceuticals
PWX,Providence and Worcester Railroad Company,Transportation,Railroads
PROV,"Provident Financial Holdings, Inc.",Finance,Savings Institutions
PBIP,"Prudential Bancorp, Inc.",Finance,Banks
PSBH,"PSB Holdings, Inc.",Finance,Savings Institutions
PSDV,pSivida Corp.,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PMD,Psychemedics Corporation,Health Care,Medical Specialities
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals
PULB,Pulaski Financial Corp.,Finance,Savings Institutions
PCYO,Pure Cycle Corporation,Public Utilities,Water Supply
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software
QCCO,"QC Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
QCRH,"QCR Holdings, Inc.",Finance,Major Banks
QGEN,Qiagen N.V.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QIWI,QIWI plc,Miscellaneous,Business Services
QKLS,"QKL Stores, Inc.",Consumer Services,Food Chains
QLIK,Qlik Technologies Inc.,Technology,Computer Software: Prepackaged Software
QLGC,QLogic Corporation,Technology,Computer Communications Equipment
QLTI,QLT Inc.,Health Care,Major Pharmaceuticals
QRVO,"Qorvo, Inc.",Technology,Semiconductors
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment
QLTY,"Quality Distribution, Inc.",Transportation,Trucking Freight/Courier Services
QSII,"Quality Systems, Inc.",Technology,EDP Services
QBAK,Qualstar Corporation,Technology,Electronic Components
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software
QTWW,"Quantum Fuel Systems Technologies Worldwide, Inc.",Capital Goods,Auto Parts:O.E.M.
QRHC,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services
QUIK,QuickLogic Corporation,Technology,Semiconductors
QDEL,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QPACU,Quinpario Acquisition Corp. 2,Finance,Business Services
QNST,"QuinStreet, Inc.",Miscellaneous,Business Services
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software
QUNR,Qunar Cayman Islands Limited,Miscellaneous,Business Services
QTNT,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTNTW,Quotient Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RRD,R.R. Donnelley & Sons Company,Miscellaneous,Publishing
RADA,Rada Electronics Industries Limited,Consumer Non-Durables,Electronic Components
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment
ROIA,"Radio One, Inc.",Consumer Services,Broadcasting
ROIAK,"Radio One, Inc.",Consumer Services,Broadcasting
RSYS,RadiSys Corporation,Technology,Computer peripheral equipment
RDUS,"Radius Health, Inc.",Health Care,Major Pharmaceuticals
RDNT,"RadNet, Inc.",Health Care,Medical Specialities
RDWR,Radware Ltd.,Miscellaneous,Business Services
RMBS,"Rambus, Inc.",Technology,Semiconductors
RAND,Rand Capital Corporation,n/a,n/a
RLOG,"Rand Logistics, Inc.",Consumer Services,Marine Transportation
GOLD,Randgold Resources Limited,Basic Industries,Precious Metals
RPTP,Raptor Pharmaceutical Corp.,Health Care,Major Pharmaceuticals
RAVE,"Rave Restaurant Group, Inc.",Consumer Non-Durables,Food Distributors
RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals
ROLL,RBC Bearings Incorporated,Capital Goods,Metal Fabrications
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",Technology,Professional Services
RLOC,"ReachLocal, Inc.",Technology,Advertising
RDI,Reading International Inc,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",Basic Industries,Engineering & Construction
RNWK,"RealNetworks, Inc.",Technology,EDP Services
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software
RCPT,"Receptos, Inc.",Health Care,Major Pharmaceuticals
DAX,Recon Capital DAX Germany ETF,n/a,n/a
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,n/a,n/a
RCON,"Recon Technology, Ltd.",Energy,Oilfield Services/Equipment
